geneid,CAT1,CAT2,CAT4,CAT5,CAT16,CAT36,CAT7,CAT12,CAT13,CAT25,CAT34,CAT38,CAT39,CAT11,CAT14,CAT17,CAT19,CAT21,CAT22,CAT26,CAT27,CAT28,CAT32,CAT33,CAT35,CAT20,CAT23,CAT24,CAT30,CAT31
slc25a32,-0.026946317,0.362619557,0.692469743,2.145615522,0.979502229,0.407351863,-0.590383665,0.0,0.0,0.484870893,1.007312537,0.0,0.865588161,0.692564481,0.831010715,1.128210237,0.731610614,0.0,0.88494424,0.0,0.44262067,0.0,1.369379092,2.66390266,0.30410435,0.0,0.980131644,0.645582764,0.0,0.0
slc25a36,0.0,-1.888158231,-1.021461447,-1.103079015,-0.549333238,-1.259606697,0.360718746,0.0,0.0,0.119812048,0.455750872,0.0,0.0,0.0,0.0,0.32631663,0.319363748,-0.717584916,-0.553753576,0.0,0.005640406,0.0,-1.23120514,0.528171177,-0.153353752,0.0,0.96032997,-0.249322769,0.0,-0.233339957
slc25a38,0.0,-0.659175932,0.0,-0.285389412,0.830535559,1.030361604,-0.415777246,-2.639045992,0.0,0.0,-1.232739434,0.0,-0.620075209,0.113971225,1.346787936,0.972989608,1.298420802,0.514895754,1.43439259,0.0,-0.108960365,0.0,1.657953308,1.222672066,0.331506533,0.0,-1.086283359,-0.142795463,-0.282429502,-0.38195361
slc25a39,-0.332933777,-1.623427824,-0.268124336,-1.198533869,0.542472093,-0.911237072,-0.674910962,0.0,0.0,-0.023236668,-1.773205325,0.0,0.774474207,0.771894992,-0.581013538,-0.619669579,0.212999549,0.327612496,1.030137462,0.0,-0.58799692,0.0,0.305536126,-0.112807911,0.0,0.0,-1.212367413,-1.759203365,-0.974179416,-1.222233797
slc25a4,0.065227642,0.726859551,0.905468778,0.734043513,0.421392307,0.0,0.0,0.0,0.0,-1.145500373,0.0,-1.356606329,0.0,-1.203124317,-0.397736567,-1.284650215,-0.087726487,-0.290150459,-0.096263193,0.484616245,-1.956323072,0.582206802,-1.129155697,0.284912174,0.009569609,0.215408615,-0.069990434,-1.53704456,0.0,0.0
slc25a40,0.0,-0.588980575,-0.750662567,0.0,0.037916842,-0.535366818,1.502480908,0.0,0.0,0.036391849,0.423711413,2.617179923,0.0,1.18372231,0.0,1.083480802,0.934421099,0.528888906,1.543898726,0.0,0.822385522,0.0,2.038351728,1.433943208,-0.001819695,0.0,0.28068116,0.813926035,1.372646958,0.0
slc25a44,0.0,-1.044307071,-0.735598719,-0.245642023,0.398991167,0.198794259,0.073504737,0.438851118,0.0,0.270584405,0.698886329,0.0,0.627673911,0.639636195,0.946078768,0.879822881,1.195738165,0.157531443,1.518546363,0.0,0.520949201,0.0,0.467839467,0.182589561,0.0,0.0,0.074156241,-0.092226618,-0.263568964,0.0
slc25a46,0.861850037,-1.165743828,-1.210753818,-1.511798137,0.063994613,-0.626228408,-1.451318154,0.0,0.0,0.216161868,-0.762776662,-0.560302423,-1.233563798,1.033823986,0.0,0.495219236,0.574376862,-0.996426344,0.317585872,0.0,0.0,0.0,1.557099341,0.66576155,-0.400907659,0.0,0.014249977,-0.951420687,-0.638985052,0.660657539
slc25a48,0.0,0.0,0.0,0.0,0.0,0.0,1.16245489,0.0,0.0,0.175149672,1.693151142,0.0,0.0,-0.547443906,-0.307699152,-0.017047186,0.234711353,-0.340757641,0.783923161,-0.112087821,-0.343776011,-1.034921393,-0.976155059,-1.610554565,1.042364075,0.0,-0.714429596,-1.069829316,-0.437153617,0.0
slc25a5,-0.443216111,1.173021368,0.0,0.886329346,0.854379707,1.016620337,-0.745930046,0.0,-0.481015224,0.130859182,0.236492174,0.58099444,0.177723148,0.13217331,0.100756278,-0.070657751,0.168740057,-0.300025189,0.088253128,0.401081156,-0.918591232,0.454446298,0.006994344,0.219076174,0.318497837,0.073190823,0.395042742,-0.577524074,-0.96823211,-1.125741692
slc26a6,0.279033907,0.201073766,0.0,0.012642496,-0.032441724,0.798231996,1.147483799,0.0,0.0,1.092273805,2.391490999,0.0,1.014939482,-0.437165406,-0.275816397,-0.27534195,-0.276174883,0.0,-0.548903987,-0.077723819,0.0,0.682738978,-1.125124508,-0.498790733,-0.44185809,-0.226078448,0.086173323,-0.11211653,0.49752645,0.181018669
slc27a4,1.05881529,-0.429810746,-0.101430695,-0.168808128,0.499053452,-0.596582906,0.657868054,0.0,0.0,0.389400151,-0.687228207,0.161077248,-0.151735146,0.0,0.0,-1.651324381,-1.761557268,-0.033082209,-1.434837427,0.127562663,0.0,-0.693203112,-0.646853246,0.471589609,-0.013064522,0.098972817,-1.771664605,-1.399580833,0.57053146,0.0
slc29a1,-0.35309406,0.702014738,0.699220857,-1.125749029,0.184468749,0.339983229,-0.155146465,0.0,0.0,0.276488719,-0.68309046,0.0,0.0,0.0,0.0,-0.386083519,-0.125628092,-1.44763006,1.725578345,0.0,0.0,0.0,1.831990648,0.429014815,-2.389146796,0.0,-0.383067132,0.444480783,0.124656814,0.4169966
slc2a1,1.110426153,0.824657082,0.315661183,0.979718523,0.447989764,0.739947882,0.172334143,0.0,0.0,0.026469587,1.785227994,0.0,0.0,-0.061528594,0.0,1.333811826,0.380845702,0.297301998,0.48323331,-2.386560596,1.087549604,-0.603416239,1.176134662,0.490323189,-1.940521503,0.0,0.339218754,2.036097118,0.0,0.0
slc30a1,-0.03075863,-0.038981924,0.495529053,-0.414578137,-0.746913443,0.996810551,-0.936929335,-0.270860966,0.355954606,0.320357542,0.370805686,0.0,-0.241741483,-1.006846939,0.199522741,0.186504792,0.034856571,0.0,0.324063853,0.0,0.0,0.0,-0.385304702,-0.293968895,-0.2909506,0.0,0.424035888,-0.314747005,0.441202447,0.0
slc30a5,0.0,-1.727291547,-3.334068,-2.399256888,-0.438617025,-2.624178446,0.254015554,0.540897186,0.0,0.174625958,0.426138964,0.330290878,0.569136808,1.048504748,1.129799844,1.270214789,0.880053732,0.893905304,0.831931566,0.0,0.0,0.0,0.745999967,0.841472118,0.0,0.0,-2.323489387,0.281578349,-1.003544334,0.0
slc30a6,0.0,0.369984892,0.259661443,0.724990488,0.575987633,0.14715453,0.874551878,0.0,0.0,0.65646047,0.927714224,-0.019099459,-0.509814038,-1.934197905,0.0,0.041550633,0.850895924,-1.343237376,0.36612817,0.0,0.0,0.0,0.92884914,0.0,0.0,0.0,1.234509266,0.713757288,0.333847144,0.946030405
slc30a7,0.0,1.14441511,0.257761212,1.338982979,0.399030634,0.817668545,1.194804811,0.187607372,1.37897761,0.791919358,1.978476537,0.0,0.0,0.0,0.0,-0.916774572,0.121177532,-0.037880975,-1.111564618,-0.088542015,0.0,0.0,-0.110696512,-0.181075456,-0.200137512,0.0,1.330884699,1.709522765,0.049650033,0.115887689
slc30a9,-2.006491687,-0.682263954,-1.385078665,-0.473974422,-0.085505222,-0.880917755,0.161896007,0.146713723,0.0,0.054200033,-0.535398178,-0.156807568,0.686465579,-0.554482372,0.0,-0.021590262,-0.16407795,0.493684247,0.022627244,0.515021284,0.0,0.287202384,-0.868560506,-0.384846846,0.064194975,0.0,0.205713674,-0.224312996,-0.019009502,0.0
slc31a1,0.0,0.150843006,0.0,-0.37560077,0.143799407,0.448757696,0.477707822,0.0,0.178142564,0.383042021,0.115643579,0.0,0.846818967,-0.781845425,0.0,0.825717839,0.900891452,1.295711046,0.449504234,0.0,1.337694317,-1.011106847,0.467127583,0.205963001,0.0,0.0,0.601233053,-0.432355846,-0.255379574,2.420939021
slc31a2,0.0,0.274206035,0.0,0.0,1.586023705,0.0,0.851983605,0.0,1.170173084,0.470240425,1.040977508,0.0,0.0,1.510452496,1.315717822,1.398682505,1.131310338,0.717004201,1.529120268,0.0,1.574443471,0.0,1.240517024,1.93009894,0.563045686,0.0,-1.435436499,0.351628514,1.430996452,-0.366272797
slc33a1,-1.004189617,0.395621521,0.644352318,0.0,0.164543856,0.599486362,-0.445153977,0.0,-0.071928069,0.063702193,-0.682197657,0.0,0.296012613,1.054512333,0.0,1.457557121,1.128218386,1.43958714,0.016870116,0.0,0.0,-0.340621254,1.394701098,-0.774506875,0.527030173,0.0,1.166692802,2.104870843,0.848788043,0.0
slc35a1,0.0,0.0,0.101180772,0.054674714,0.153195689,0.0,0.509850227,-0.332672512,0.881756766,0.411379088,1.374478426,0.896050682,-0.465688023,0.868187988,2.43867161,1.598055107,1.455459999,1.182908851,1.552324685,0.0,1.539858936,0.0,1.613872657,1.326471584,0.814794151,0.0,0.539722354,0.410158461,0.720346267,0.0
slc35a2,0.0,0.115673243,0.503977514,0.981818334,0.28499378,0.68346863,-2.3069342,0.0,0.0,0.099698916,-0.84342198,-0.48984989,-3.737919044,-0.239543865,0.620199189,0.976100755,0.902148375,1.446079634,0.596239647,0.556387753,0.171532784,0.0,0.596501981,0.802684413,-0.347392985,0.0,0.264441429,0.297648856,0.559193064,0.072959551
slc35a3,0.0,-0.472758251,-0.682768094,0.0,0.644111943,-0.050208111,-0.718429292,0.0,0.0,-0.790307486,0.101131634,0.0,0.344075103,0.910854853,0.0,0.141633248,0.0,0.375803991,0.50875857,0.0,0.307076727,0.0,0.843652099,0.0,-0.095277241,0.0,1.210650809,0.834002653,1.230159838,0.0
slc35a4,0.0,-1.414978686,0.0,0.0,0.062721118,0.0,1.075299889,0.0,1.192929691,0.332031284,0.40106379,0.0,0.487057915,-0.024715849,-0.533853161,0.116849632,-0.043763676,0.450386248,1.482029254,0.567250232,0.112026359,0.0,-0.280868806,-0.766326747,0.0,0.956960773,-1.63573244,0.288567909,1.11598911,-1.579616062
slc35a5,0.0,-0.517562836,-2.180615315,0.0,-0.504236769,-0.705351298,-0.225107359,0.0,0.0,0.116783788,-0.320472094,0.0,-0.82810404,0.187701721,1.062574105,1.493782489,0.85510987,1.06248026,1.657997984,0.0,0.608513049,0.0,1.730792726,0.945657441,0.0,0.0,-0.440345347,0.740357276,-0.647525622,0.0
slc35b1,0.0,0.772500609,0.315731451,0.574549805,0.773736438,1.071765315,0.445223921,-0.109421265,0.924455601,0.514460006,0.793314144,0.0,0.230203517,-0.433525127,-0.519720674,-0.469743353,-0.252193406,-0.493351603,0.949779094,0.0,0.0,0.667295012,-0.513447022,-0.389366586,0.94749985,0.0,0.086902855,-0.105004532,-0.060237125,-0.53665984
slc35b2,-0.398310021,-0.219191548,0.025284053,-0.344813069,0.383253799,0.045618163,-0.388244837,0.0,0.0,0.283120043,-0.053396427,0.0,0.0,-1.165783863,0.0,-2.398908854,-0.224653458,-0.105033861,-0.988375006,0.304567836,0.0,0.830306002,0.483484065,-0.720064103,0.199806584,0.0,-0.825485245,-0.777780323,0.0,0.0
slc35b3,0.0,-1.375624319,-2.069711529,0.0,-0.331950927,-2.008677478,-0.127820154,0.0,0.0,0.0,0.153955333,0.0,-0.486994618,0.955330996,2.910599852,2.104122172,0.872985636,2.520227569,0.64003698,0.0,0.723113819,0.0,1.953425345,0.0,1.175137566,0.0,2.851576733,0.748164445,0.0,0.0
slc35b4,0.0,-0.988594905,-0.636302177,-0.003521383,0.252974719,-0.611910257,0.781852413,0.0,0.0,-0.042191142,1.504854801,0.0,0.0,-1.138330515,0.0,0.152088439,0.119614521,0.177974708,0.594380843,0.0,-0.811104711,0.0,-1.07485702,-0.759367147,0.0,0.0,-0.336133919,-0.982620906,0.0,0.0
slc35c1,0.0,-0.3163807,-0.057134439,-0.369744017,0.649850548,0.214205009,0.966958486,-0.499011417,0.0,0.320473948,0.889501979,0.0,-0.133363754,-0.405656341,0.591621399,0.189861782,0.691994598,1.348577486,-0.451558723,0.0,0.307076727,0.0,-0.72440338,-0.687232339,0.0,0.0,-1.010717054,0.705993399,-1.204363024,0.0
slc35c2,0.0,-0.32374438,-1.792068795,0.0,-0.00542307,-1.034349124,-0.852157001,0.0,0.0,0.089250291,-0.684983655,0.0,0.0,-0.439784648,-1.191514132,-1.824695097,0.18893333,-0.070582585,-0.279188465,0.0,0.093204253,0.0,-0.705797611,-0.551134453,0.0,0.0,-0.046149511,-0.4358804,0.731161118,0.0
slc35e1,-0.714233698,-2.075203013,-0.792773959,-1.084735435,0.011190918,-0.97666527,1.01323213,0.827580443,0.0,0.164770138,0.890582933,-0.008466731,-0.202973009,0.0,0.0,-1.31012547,-0.092814378,-0.588817518,-0.846488701,0.0,0.0,0.0,0.0,0.009937523,0.0,0.0,-1.624633546,-0.969948678,0.0,0.0
slc35f2,1.603536526,-0.087739838,-0.152099869,0.835296107,0.321405565,-0.059120502,2.28812909,0.0,0.0,0.952614446,1.94507671,0.0,-0.190664326,-0.417754739,0.397469221,0.243231213,0.389271391,0.0087877,0.82237503,-0.146801276,0.0,-0.605480243,-0.294840773,-0.307222141,0.091110093,0.0,1.142605828,-1.978278973,0.0,0.0
slc35f5,0.0,-1.18278318,-2.624663707,-2.071339191,0.311538532,-1.85555627,0.657216787,-1.101234849,0.0,0.127778732,-0.430206506,-0.772240584,0.27637133,0.0,0.0,0.379902538,0.174803373,-0.142273558,0.917869597,0.0,0.0,0.0,0.299991551,-0.813971,0.0,0.0,1.081402173,-0.026675703,-0.045969371,0.0
slc36a1,0.0,-1.278239404,0.0,0.0,0.22821878,0.0,-0.337949424,0.0,0.0,-0.038987073,-0.446155806,-0.981922195,0.001408527,0.0,0.375865734,1.289827882,1.317158924,0.275586828,0.843999131,0.0,0.0,-0.868936342,0.572785153,0.993292771,0.0,0.0,1.173063002,0.038911059,0.896903043,0.0
slc37a3,0.0,-1.599171688,-1.55709221,0.0,-0.643369058,-2.255458464,0.615380074,0.0,0.0,0.489162144,0.851598399,0.0,0.462096558,-0.514377268,0.442281189,-1.65611589,-0.245473493,-0.104820423,1.147718355,0.0,0.0,0.0,-0.794857903,-0.568588396,0.0,0.0,3.245576068,0.718783652,0.0,0.0
slc38a10,-1.361754226,-0.277954355,1.326012086,-0.432472612,0.392203536,0.589744877,0.561251643,0.0,-0.331466166,-0.285009247,-0.438240014,-0.395415495,1.051202454,0.944102404,-1.800875812,-0.76427381,0.467204603,0.81785726,0.92506098,0.938105006,-0.208232068,0.0,0.857971142,-0.478982227,0.000633024,0.0,0.259111861,-1.624478546,0.0,0.0
slc38a2,-0.656578075,0.690909918,-0.472887742,-2.254200909,-0.870843605,-0.568232552,0.496347893,0.0,0.0,0.073696186,0.0,0.0,0.0,0.0,0.0,-1.210392581,-2.307908265,-0.509906723,0.114513236,0.0,0.307076727,0.0,-0.002872198,0.512834132,0.0,0.0,0.70191167,1.414155648,-0.983238581,0.0
slc38a7,0.0,0.491132469,0.64797589,0.0,-0.069705578,0.251744118,2.06113382,0.0,0.0,0.801355962,2.024215044,0.0,0.0,-0.739904533,-0.669753348,0.711542017,-2.111639054,-0.140978812,0.162011356,0.0,-1.326413506,0.0,-0.541174837,-0.286366168,0.0,0.0,0.094858978,-0.570411052,0.0,-0.838478533
slc38a9,0.923175612,0.91866437,0.113045008,0.0,0.062928323,0.0,1.239564843,0.0,0.0,0.091489912,0.879567602,0.0,-0.846394087,-1.056500495,0.343424587,0.111269574,0.149973629,0.062596391,-0.999209211,0.0,0.0,-2.374168092,0.208705389,0.656446299,0.427000932,0.0,1.357221716,1.00588197,0.374056211,0.396398758
slc39a1,0.0,-0.239251265,0.338110201,0.428685917,0.076915396,0.569188585,-1.86405926,0.0,0.0,0.256720236,-1.027836174,0.0,-3.901993989,-0.540518838,0.0,-0.987375575,-0.682646691,0.878595183,-2.88677189,-0.84688051,0.307076727,0.0,-0.192734964,0.0,0.366354171,0.0,-0.41976404,0.50577275,0.0,0.0
slc39a10,0.783121975,0.080713302,-0.829555092,-0.037173609,0.366913,-0.348309909,0.849563625,-0.363064603,0.0,-0.224121515,0.20780635,0.0,0.473695852,1.160183376,1.643018846,1.829723488,1.384374289,0.821398768,0.898992403,-0.333621112,1.647627113,-1.086863372,1.087513108,2.239039232,0.144377677,0.0,0.895280886,0.299356814,-0.587389918,-0.756981234
slc39a14,0.126511984,-0.108499827,0.842406446,1.037847114,0.866202329,1.034951454,-1.003612996,0.0,1.397212219,-0.046272551,-0.159695175,0.0,2.119764733,0.0,0.0,-1.403734446,0.268030302,0.0,0.386383858,-1.55608494,0.0,-1.110525875,-1.796966167,-0.572528212,-4.316422374,0.0,0.877932983,1.404838496,1.205218527,0.241836924
slc39a6,0.383589185,-0.580571822,-1.182534314,-0.137257549,-0.145496767,-0.86080404,-0.255905517,0.0,0.0,0.152679258,0.499349276,0.0,0.862733784,-0.517501227,-1.050414742,-0.67119822,-0.195139549,0.034858473,0.085609735,-0.531861937,-1.467102337,-2.28293019,-1.582920277,-0.822329699,-0.764431611,0.0,0.453819146,-1.340499154,-1.393034927,1.874459078
slc39a7,-0.755336078,0.271389057,0.0,0.0,0.0,0.799122566,1.015730149,1.085037374,0.749632801,0.485613355,0.949850416,-0.285647118,0.556125785,-0.059904645,0.0,-0.336129435,-0.149515502,-0.590767706,-1.250483702,0.0,0.0,0.0,-0.930830449,-0.393923683,-0.523516143,0.0,-1.495480287,1.176445868,0.0,0.0
slc39a9,0.0,-0.773114727,-1.119474791,-0.881452014,-0.351878441,-1.200481532,0.957528515,0.0,0.0,0.233890133,0.8143055,0.0,-1.035928851,0.548218989,-0.069452598,1.375155223,1.101285989,-0.286801099,0.683846197,0.0,0.0,0.0,1.024122899,-0.524543559,0.0,0.0,-0.679360631,0.019802144,0.0,0.0
slc3a2,0.230093138,1.060314214,1.287722799,0.142333222,0.76491772,1.564138682,-1.062081956,0.0,0.0,0.438989365,-0.642495858,0.0,0.463889758,1.201712669,1.036358804,1.508863943,1.107433203,0.791953244,1.307035458,-1.192073126,1.499326321,-0.03421397,1.286796226,0.748966014,-1.752320092,-0.150092795,-0.072735618,-0.707366549,-0.541537082,0.483640948
slc41a2,0.0,-0.929290854,0.0,0.0,-0.45322491,0.0,0.533266146,0.0,-1.168470967,0.251548622,-0.242057107,0.0,-1.246252051,-0.006511152,0.25160303,0.842419521,0.589634994,0.537000754,0.609249611,0.0,-1.990907607,0.0,0.11902752,-0.181385418,-2.15395755,0.0,0.136017174,0.41334591,0.992695456,0.0
slc44a1,0.244131841,-1.965703795,-1.957638677,-1.952707793,-0.5025278,-1.160661159,0.889422686,0.0,0.0,0.67261456,1.163790817,0.682587239,-0.97366235,0.338697774,1.393457396,0.906087567,0.9306261,-0.103746208,0.099275605,0.28743341,0.0,-1.986928345,1.521587689,-0.021778203,-0.30047729,0.0,1.030321393,1.022331611,0.0,0.0
slc44a2,0.530267091,-0.493707057,-1.343129458,-2.67727681,0.348200482,-0.135144221,1.390190188,0.366416516,0.040098483,0.402651067,1.067886907,-0.051236435,0.016806824,-0.026341003,-0.904798593,-0.421880834,-0.120320331,-0.466249413,1.220951324,0.336394715,-0.615365659,0.456342081,0.356683769,0.516925797,0.281773056,0.0,1.302889174,-0.898203797,0.860856321,1.472559259
slc45a3,0.0,-1.619263748,0.0,0.0,0.663143944,0.0,1.263857108,0.0,0.0,-0.19408897,1.156043771,0.0,0.0,0.668272972,0.0,0.484945843,0.47142617,0.485867286,1.732635526,0.253606694,0.234841947,-1.842212249,0.691781633,0.567974697,0.744562678,0.0,0.255840755,0.176728089,0.353935613,1.05905008
slc48a1,0.0,-0.008511214,0.0,0.0,-0.092916919,0.295383151,0.611336184,-0.051179393,1.22961816,0.257933148,0.941731934,0.0,0.193443885,0.368625431,-1.492108531,-0.49230696,0.250473531,-0.142231201,0.325265915,0.0,0.0,0.0,1.045542809,0.346586863,0.0,0.0,0.281260614,-1.176262681,-1.260621292,0.0
slc4a1ap,0.43762974,0.902190121,0.64378566,0.0,0.321047342,0.127107831,-1.110681106,-0.989200241,0.0,0.037983567,-0.384372203,-0.259163516,0.389925391,-0.946700232,-1.065337203,-1.035557332,0.271672679,-0.257295825,0.666918139,0.237712666,-0.338995072,0.0,-1.504377751,-1.702247412,0.274916897,0.0,-0.256125589,-1.82726452,0.0,-1.128920261
slc4a2,-0.19340394,-0.986408392,0.143514866,-1.294261265,0.258968119,-0.555846854,0.0,0.0,0.0,-0.709193449,0.0,0.0,0.0,0.0,0.0,-0.45498273,-2.049527493,0.474792287,-0.15027198,-1.520314212,-0.093631297,-0.158772198,-1.455923811,-0.625678861,-0.624223063,0.0,0.317751774,-1.18298784,0.0,0.0
slc4a7,-0.140552139,-0.185310757,0.640479921,0.0,0.687185439,-0.879230253,1.578795495,0.0,-0.114717449,0.166074916,1.772445872,0.0,0.425212506,1.13987811,2.37884531,1.804539729,1.002151248,1.319702658,0.749462923,-0.534797432,2.003876123,0.0,1.518599723,1.263086459,0.061074862,0.0,1.014142439,2.165076785,1.141316878,0.715563904
slc5a6,0.122047149,-0.075205677,1.370828801,0.613588276,0.247734162,-0.035636127,-0.894997364,0.0,0.0,-0.564189449,-0.692534007,-1.264293678,1.231163063,0.0,0.0,-1.27265545,-0.802036186,-1.02051188,-1.256224607,0.0,0.68684158,0.0,-1.463248212,-2.132192316,-0.121052932,0.0,-1.173669728,-0.53750831,-0.715958182,-0.643717388
slc6a9,-0.129826588,-0.449570257,0.133324962,-1.96292554,0.923894461,0.24803234,0.569204599,0.0,0.029022267,-0.231327817,0.0,0.0,0.0,-0.629460418,0.0,0.972792365,0.76177046,0.296363079,0.054260191,0.008457082,0.92046487,-1.373893414,-1.000925249,0.125349305,-0.334092077,0.0,-0.428557744,0.414390668,0.001764644,-1.283118514
slc7a1,0.406947194,-0.05858352,1.037196897,0.943182265,0.803836758,0.392103209,1.665663142,0.0,0.0,0.448951911,1.977043926,0.0,0.0,1.203140073,-0.62366938,0.095129356,0.107241332,0.38952966,0.472386465,-1.005679554,-0.108960365,-1.79701778,0.243170214,0.073161965,-1.117056623,0.0,2.109892908,0.0,0.0,0.0
slc7a11,-0.566808435,-1.794502461,-1.550078281,-3.295107571,0.238316254,0.0,0.0,0.0,0.0,0.858444626,0.0,0.0,0.0,0.60219749,1.918457558,1.586203696,1.165223379,1.270480566,0.654844839,0.0,1.526872869,0.0,1.193928947,0.454353003,2.989454733,0.0,-0.366737522,0.246543339,-1.29579613,0.0
slc7a2,-0.682858058,-0.651984495,0.0,1.410068384,0.0,-0.429735879,-1.677043942,0.0,0.0,0.092580225,0.0,0.0,0.0,0.160899833,1.337632794,0.986864305,0.708102497,0.709170664,0.913232978,-0.134974039,-0.171959828,0.962008124,0.484255319,1.846114708,0.0,0.0,0.311075287,-0.430316578,1.499960625,0.0
slc7a5,0.129615812,-1.969940152,0.413297708,-1.145026842,0.905362231,0.1341391,1.609903044,0.0,0.0,0.575520046,0.0,0.0,-0.308861342,0.444447111,0.0,-0.12296117,-0.056103187,0.253188865,0.576949473,-2.728471584,0.005640406,-2.929733087,-0.248292018,-0.083613665,-1.787146633,0.0,0.088776735,-2.216049628,-1.615901748,0.0
slc7a6,0.0,-1.044151665,1.870348758,1.156626673,0.021928436,-0.683734315,0.554756807,0.0,0.0,0.317116763,1.658832401,0.0,0.80068104,-1.054536601,0.0,-0.877944431,-2.114339942,-0.913741672,0.193672444,-1.43738624,0.0,-2.023130411,-0.2139984,0.042686105,-2.623919924,0.0,-1.85002792,0.0,0.568659139,0.0
slc7a6os,0.0,0.285259206,0.67369352,0.849203653,0.683512936,0.0,0.691654724,0.909682985,-0.161550294,0.161095892,0.79105802,-0.029771788,1.008111618,0.618150894,0.207528644,0.821874897,0.774249895,0.198938898,0.84996051,0.83601327,0.622154412,1.236319341,1.137181914,0.265965897,0.714395147,0.0,-1.877248842,-0.744645899,-1.709964417,0.0
slc9a1,0.0,-1.351728688,-0.492211187,0.0,-0.06911806,-0.998540676,1.63611644,-0.212464208,0.698778202,0.406591686,0.803658435,0.612703143,0.575125401,0.507462369,0.210330529,0.914034212,0.821540447,0.558778806,1.222789248,0.0,0.483769782,-0.565049672,0.925059917,0.857345556,-0.70736275,0.0,0.712692134,1.784970002,1.344221944,0.0
slc9a3,0.0,0.0,0.0,0.0,-0.462413551,0.0,2.083071753,0.0,0.0,0.443974161,0.701840069,0.0,-0.064409548,0.0,-0.284623008,-0.531351288,0.179309936,0.39026798,-0.209996064,-0.61499229,-1.799228825,0.0,-1.111116569,0.714302877,-0.642488091,0.0,-1.152711337,-0.96138835,-1.648693619,0.0
slc9a3r1,-0.220500802,0.188198478,1.206878996,0.017080337,0.201025502,0.0,-2.558432214,-2.073185012,0.487237708,0.492986261,-0.332495895,-0.704276746,0.0,-1.120660877,-0.013428634,-0.979275545,-0.227704531,-0.320756903,-0.665400073,-0.482777761,-1.08448361,0.058546148,-1.479054694,0.231737897,-0.652651868,-0.194676228,-1.51548766,-1.784780939,-0.967298171,-0.867361763
slc9a8,0.0,-0.833100621,-0.680033083,0.0,0.338998611,0.0,0.589337212,0.0,0.0,0.050363745,0.112181637,0.0,0.0,0.356303411,0.0,-0.376495336,0.42064829,-1.771628928,0.986679414,0.038955882,-0.208232068,0.0,1.458990187,-0.723390673,-0.255980023,0.0,0.31349423,-1.056335994,0.0,0.0
slco3a1,0.312341294,-1.437186921,-0.553919633,-1.452449387,0.627068435,-0.675250758,0.16895836,0.0,0.0,-0.105422466,-1.183853663,0.0,0.0,0.635756606,0.147220646,-0.130656771,0.246956004,0.324116399,1.103663059,-1.111463124,-0.723540863,0.0,-0.050447029,0.0,-1.150527613,0.0,-0.460776524,-0.113920133,0.225084954,0.544336889
slco4a1,-0.584509995,0.466150005,1.877104396,1.616886106,0.88937901,0.672423709,0.0,0.0,0.0,-0.582988877,0.0,0.0,0.0,0.0,-0.127335618,0.927794817,0.07605468,1.219092801,-0.335686402,0.708778557,0.431270321,0.0,0.579198199,0.11346257,0.0,0.0,-2.300810276,-0.709669801,0.0,1.360186565
slf1,0.0,0.0,0.0,0.0,0.227762251,-0.852029863,0.683627996,0.0,0.0,0.057279906,0.763107536,0.0,0.306398582,0.0,1.327069013,0.271661081,0.407498465,-0.284689781,1.111844905,0.0,-0.374124447,0.0,0.054181625,-0.038052077,0.0,0.0,1.215014466,0.642881264,-0.170375742,-0.251154434
slk,-0.211266438,-0.864620927,-2.200809508,-1.746062307,-0.583822736,-2.383448382,0.05357512,0.0,-0.476456297,-2.862682953,0.605814994,-0.617099707,0.804391841,0.670774848,0.803254963,1.049426675,0.494866793,0.24350939,0.535367389,-0.252073059,2.055167731,-1.494730196,1.245683329,0.252674591,0.469107048,0.0,0.553959507,-1.271178505,0.0,0.0
slmap,-3.332598399,-1.098950849,-0.267096456,-0.649333906,-0.132139344,-1.727867941,1.026612501,-0.001273054,0.0,-0.094666979,-0.089639285,-0.539230155,0.602882475,1.020978289,0.555417375,0.240190229,0.375124049,-0.348049189,0.55569694,-0.900009777,-0.811104711,-0.251977183,1.223999915,0.885325304,-0.059522449,0.0,0.703964854,0.0,0.0,0.0
sltm,-0.462622427,-0.038325382,1.128157377,-0.875291565,0.498868636,-0.535147987,1.499475433,1.021121485,-0.067656046,0.509114683,1.058844804,-1.554628163,0.80026846,-0.482636187,0.0,-0.370694828,-0.58822038,-0.683449842,0.472430765,0.0,0.0,-0.188249543,0.730010485,0.062960932,-1.409636235,0.0,0.923294889,-0.050740575,0.0,0.0
slu7,0.140563829,-0.253719455,-1.137313098,-1.026079259,-0.697599465,-1.407636623,0.168856933,0.662491759,-0.043935162,-0.057155756,1.038089831,0.259533777,0.31582201,0.325811686,-0.189988235,0.370815674,0.359485387,-0.042343327,0.780831485,0.0,-0.783047289,0.0,-0.524066995,-1.161813292,1.253455738,0.0,0.846859696,-0.54828741,0.0,-1.313847886
slx4,0.0,-0.499416718,0.0,0.0,0.344231468,0.0,-1.028662637,-0.824330795,-0.710882142,-0.484237385,-0.716001915,0.0,0.263148536,0.931061461,1.316085453,1.741598033,0.718302211,0.547442357,1.162524507,0.0,0.936986293,0.0,0.612786397,1.561939326,0.0,0.0,-1.117513098,0.00679196,-1.066476197,0.0
